[2025-09-01][18:30:57][ligeia::virtual_folder_handler][INFO] UNASSIGNED: BiteBloodJuicy_ZA01.34.wav | Genre: [genre:sound-design:horror] | Mood: [mood:creepy, mood:gruesome] | Occasion: [occasion:horror, occasion:jump-scare] | Keywords: [keyword:sfx:bite, keyword:sfx:blood] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarInteriorDrive_S011TM.8.wav | Genre: [genre:sound-design:ambient] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-interior] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarInterior_S08AM.7.wav | Genre: [genre:sound-design:ambient] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-interior] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarInterior_S08AM.8.wav | Genre: [genre:sound-design:ambient] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-interior] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarKeyFromIgnition_BW.62214.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-key] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarKeyFromIgnition_BW.62215.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-key] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarKeyIntoIgnition_BW.62211.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-key] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarKeyIntoIgnition_BW.62212.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-key] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarKeyIntoIgnition_BW.62213.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-key] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62216.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62217.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62218.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62219.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62220.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62221.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62222.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62223.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62224.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62225.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62226.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarMirrorAdjust_BW.62227.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:driving] | Occasion: [occasion:car-chase] | Keywords: [keyword:sfx:car-mirror] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByDirt_BW.62234.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:dirt-road] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarParkingBrake_BW.62231.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:vehicle-stop] | Keywords: [keyword:sfx:brake, keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarParkingBrake_BW.62230.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:vehicle-stop] | Keywords: [keyword:sfx:brake, keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByDirt_BW.62235.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:dirt-road] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByWetDirt_BW.62245.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:wet-dirt, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByWetDirt_BW.62246.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:wet-dirt, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByWetDirt_BW.62244.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:wet-dirt, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByWetDirt_BW.62247.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:wet-dirt, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByWetDirt_BW.62248.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:wet-dirt, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByWetDirt_BW.62249.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:wet-dirt, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassByWetSnow_BW.62250.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:chase, occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:wet-snow, keyword:weather:snow] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.51936.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.52062.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.52063.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.52107.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.52108.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.52156.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.52157.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.52158.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62232.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62233.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62238.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62237.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62239.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62236.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62240.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62241.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62242.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_BW.62243.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.10.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.11.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.12.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.13.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.14.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.15.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.18.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.17.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.16.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.19.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarPassBy_S011TM.9.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarRainWindshield_BW.62068.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:rain, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarRainWindshield_BW.62069.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:rain, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarRainWindshield_BW.62070.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:rain, keyword:weather:rain] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarRearSuspension_BW.62253.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:suspension] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarRearSuspension_BW.62254.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:suspension] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarReverseAway_BW.62255.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:reverse] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarRideGravel_S011TM.20.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:gravel] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarRideGravel_S011TM.21.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:driving] | Occasion: [occasion:overworld-travel] | Keywords: [keyword:sfx:car, keyword:sfx:gravel] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustAutomatic_BW.6.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:car, keyword:sfx:seat-adjustment] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustAutomatic_BW_1.wav | Genre: [genre:sound-design:vehicles] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:car, keyword:sfx:seat-adjustment] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustAutomatic_BW_2.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:mechanical, keyword:tech:automobile] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustAutomatic_BW_3.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:mechanical, keyword:tech:automobile] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustAutomatic_BW_4.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:mechanical, keyword:tech:automobile] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustAutomatic_BW_5.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:mechanical, keyword:tech:automobile] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustAutomatic_BW_6.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:mechanical, keyword:tech:automobile] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustAutomatic_BW_7.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:mechanical, keyword:tech:automobile] | Other: []
[2025-09-01][18:30:58][ligeia::virtual_folder_handler][INFO] UNASSIGNED: CarSeatAdjustManual_BW.6226.wav | Genre: [genre:sound-design:sfx] | Mood: [mood:neutral] | Occasion: [occasion:vehicle-interior] | Keywords: [keyword:sfx:mechanical, keyword:tech:automobile] | Other: []
